bit_size,algorithm,k,sample,multiplications,squarings,total_ops
64,binary_lr,,4,32,64,96
64,binary_rl,,4,32,63,95
64,kary,2,4,27,62,89
64,sliding,2,4,22,63,85
64,kary,4,4,29,60,89
64,sliding,4,4,19,61,80
64,kary,6,4,72,60,132
64,sliding,6,4,40,60,100
64,kary,8,4,261,56,317
64,sliding,8,4,133,58,191
64,binary_lr,,5,24,64,88
64,binary_rl,,5,24,63,87
64,kary,2,5,20,62,82
64,sliding,2,5,18,64,82
64,kary,4,5,27,60,87
64,sliding,4,5,17,64,81
64,kary,6,5,72,60,132
64,sliding,6,5,39,64,103
64,kary,8,5,261,56,317
64,sliding,8,5,133,58,191
64,binary_lr,,6,36,64,100
64,binary_rl,,6,36,63,99
64,kary,2,6,28,62,90
64,sliding,2,6,21,63,84
64,kary,4,6,29,60,89
64,sliding,4,6,20,61,81
64,kary,6,6,72,60,132
64,sliding,6,6,40,61,101
64,kary,8,6,261,56,317
64,sliding,8,6,133,57,190
64,binary_lr,,7,33,64,97
64,binary_rl,,7,33,63,96
64,kary,2,7,25,62,87
64,sliding,2,7,22,63,85
64,kary,4,7,27,60,87
64,sliding,4,7,19,63,82
64,kary,6,7,72,60,132
64,sliding,6,7,40,59,99
64,kary,8,7,261,56,317
64,sliding,8,7,133,58,191
64,binary_lr,,8,33,64,97
64,binary_rl,,8,33,63,96
64,kary,2,8,22,62,84
64,sliding,2,8,20,63,83
64,kary,4,8,26,60,86
64,sliding,4,8,18,62,80
64,kary,6,8,71,60,131
64,sliding,6,8,40,59,99
64,kary,8,8,260,56,316
64,sliding,8,8,133,57,190
64,binary_lr,,9,32,64,96
64,binary_rl,,9,32,63,95
64,kary,2,9,26,62,88
64,sliding,2,9,24,64,88
64,kary,4,9,28,60,88
64,sliding,4,9,20,62,82
64,kary,6,9,72,60,132
64,sliding,6,9,39,59,98
64,kary,8,9,261,56,317
64,sliding,8,9,134,57,191
64,binary_lr,,10,32,64,96
64,binary_rl,,10,32,63,95
64,kary,2,10,22,62,84
64,sliding,2,10,21,64,85
64,kary,4,10,26,60,86
64,sliding,4,10,18,61,79
64,kary,6,10,72,60,132
64,sliding,6,10,39,61,100
64,kary,8,10,261,56,317
64,sliding,8,10,133,58,191
64,binary_lr,,11,31,64,95
64,binary_rl,,11,31,63,94
64,kary,2,11,26,62,88
64,sliding,2,11,24,64,88
64,kary,4,11,28,60,88
64,sliding,4,11,20,64,84
64,kary,6,11,72,60,132
64,sliding,6,11,40,60,100
64,kary,8,11,261,56,317
64,sliding,8,11,134,57,191
64,binary_lr,,12,38,64,102
64,binary_rl,,12,38,63,101
64,kary,2,12,27,62,89
64,sliding,2,12,23,63,86
64,kary,4,12,29,60,89
64,sliding,4,12,20,63,83
64,kary,6,12,72,60,132
64,sliding,6,12,40,63,103
64,kary,8,12,261,56,317
64,sliding,8,12,134,57,191
64,binary_lr,,13,31,64,95
64,binary_rl,,13,31,63,94
64,kary,2,13,26,62,88
64,sliding,2,13,21,64,85
64,kary,4,13,29,60,89
64,sliding,4,13,19,64,83
64,kary,6,13,72,60,132
64,sliding,6,13,40,59,99
64,kary,8,13,261,56,317
64,sliding,8,13,133,57,190
64,binary_lr,,14,30,64,94
64,binary_rl,,14,30,63,93
64,kary,2,14,26,62,88
64,sliding,2,14,23,63,86
64,kary,4,14,28,60,88
64,sliding,4,14,19,61,80
64,kary,6,14,72,60,132
64,sliding,6,14,40,59,99
64,kary,8,14,261,56,317
64,sliding,8,14,133,59,192
64,binary_lr,,15,29,64,93
64,binary_rl,,15,29,63,92
64,kary,2,15,23,62,85
64,sliding,2,15,21,63,84
64,kary,4,15,28,60,88
64,sliding,4,15,19,62,81
64,kary,6,15,72,60,132
64,sliding,6,15,38,59,97
64,kary,8,15,261,56,317
64,sliding,8,15,134,59,193
64,binary_lr,,16,29,64,93
64,binary_rl,,16,29,63,92
64,kary,2,16,24,62,86
64,sliding,2,16,19,63,82
64,kary,4,16,28,60,88
64,sliding,4,16,20,63,83
64,kary,6,16,72,60,132
64,sliding,6,16,40,59,99
64,kary,8,16,261,56,317
64,sliding,8,16,133,58,191
64,binary_lr,,17,35,64,99
64,binary_rl,,17,35,63,98
64,kary,2,17,26,62,88
64,sliding,2,17,20,63,83
64,kary,4,17,28,60,88
64,sliding,4,17,20,61,81
64,kary,6,17,72,60,132
64,sliding,6,17,39,59,98
64,kary,8,17,261,56,317
64,sliding,8,17,133,57,190
64,binary_lr,,18,31,64,95
64,binary_rl,,18,31,63,94
64,kary,2,18,25,62,87
64,sliding,2,18,21,63,84
64,kary,4,18,29,60,89
64,sliding,4,18,20,61,81
64,kary,6,18,72,60,132
64,sliding,6,18,40,59,99
64,kary,8,18,261,56,317
64,sliding,8,18,134,57,191
64,binary_lr,,19,38,64,102
64,binary_rl,,19,38,63,101
64,kary,2,19,27,62,89
64,sliding,2,19,24,64,88
64,kary,4,19,28,60,88
64,sliding,4,19,20,61,81
64,kary,6,19,72,60,132
64,sliding,6,19,40,59,99
64,kary,8,19,261,56,317
64,sliding,8,19,134,58,192
128,binary_lr,,0,66,128,194
128,binary_rl,,0,66,127,193
128,kary,2,0,51,126,177
128,sliding,2,0,45,127,172
128,kary,4,0,44,124,168
128,sliding,4,0,33,127,160
128,kary,6,0,83,126,209
128,sliding,6,0,49,124,173
128,kary,8,0,269,120,389
128,sliding,8,0,141,124,265
128,binary_lr,,1,66,128,194
128,binary_rl,,1,66,127,193
128,kary,2,1,52,126,178
128,sliding,2,1,43,128,171
128,kary,4,1,43,124,167
128,sliding,4,1,33,128,161
128,kary,6,1,83,126,209
128,sliding,6,1,48,123,171
128,kary,8,1,269,120,389
128,sliding,8,1,141,121,262
128,binary_lr,,2,52,128,180
128,binary_rl,,2,52,127,179
128,kary,2,2,44,126,170
128,sliding,2,2,37,128,165
128,kary,4,2,41,124,165
128,sliding,4,2,32,128,160
128,kary,6,2,82,126,208
128,sliding,6,2,48,123,171
128,kary,8,2,268,120,388
128,sliding,8,2,141,122,263
128,binary_lr,,3,66,128,194
128,binary_rl,,3,66,127,193
128,kary,2,3,52,126,178
128,sliding,2,3,45,127,172
128,kary,4,3,44,124,168
128,sliding,4,3,32,127,159
128,kary,6,3,83,126,209
128,sliding,6,3,50,127,177
128,kary,8,3,269,120,389
128,sliding,8,3,141,122,263
128,binary_lr,,4,68,128,196
128,binary_rl,,4,68,127,195
128,kary,2,4,54,126,180
128,sliding,2,4,46,127,173
128,kary,4,4,44,124,168
128,sliding,4,4,35,125,160
128,kary,6,4,83,126,209
128,sliding,6,4,49,123,172
128,kary,8,4,269,120,389
128,sliding,8,4,141,122,263
128,binary_lr,,5,62,128,190
128,binary_rl,,5,62,127,189
128,kary,2,5,48,126,174
128,sliding,2,5,42,127,169
128,kary,4,5,42,124,166
128,sliding,4,5,30,126,156
128,kary,6,5,83,126,209
128,sliding,6,5,48,123,171
128,kary,8,5,269,120,389
128,sliding,8,5,140,121,261
128,binary_lr,,6,72,128,200
128,binary_rl,,6,72,127,199
128,kary,2,6,50,126,176
128,sliding,2,6,44,128,172
128,kary,4,6,43,124,167
128,sliding,4,6,33,125,158
128,kary,6,6,83,126,209
128,sliding,6,6,49,123,172
128,kary,8,6,269,120,389
128,sliding,8,6,141,121,262
128,binary_lr,,7,64,128,192
128,binary_rl,,7,64,127,191
128,kary,2,7,52,126,178
128,sliding,2,7,44,128,172
128,kary,4,7,44,124,168
128,sliding,4,7,33,125,158
128,kary,6,7,83,126,209
128,sliding,6,7,50,124,174
128,kary,8,7,269,120,389
128,sliding,8,7,141,121,262
128,binary_lr,,8,69,128,197
128,binary_rl,,8,69,127,196
128,kary,2,8,52,126,178
128,sliding,2,8,44,127,171
128,kary,4,8,45,124,169
128,sliding,4,8,33,125,158
128,kary,6,8,83,126,209
128,sliding,6,8,48,123,171
128,kary,8,8,269,120,389
128,sliding,8,8,140,122,262
128,binary_lr,,9,68,128,196
128,binary_rl,,9,68,127,195
128,kary,2,9,50,126,176
128,sliding,2,9,44,127,171
128,kary,4,9,42,124,166
128,sliding,4,9,31,126,157
128,kary,6,9,82,126,208
128,sliding,6,9,48,123,171
128,kary,8,9,269,120,389
128,sliding,8,9,141,123,264
128,binary_lr,,10,63,128,191
128,binary_rl,,10,63,127,190
128,kary,2,10,46,126,172
128,sliding,2,10,42,128,170
128,kary,4,10,41,124,165
128,sliding,4,10,32,128,160
128,kary,6,10,82,126,208
128,sliding,6,10,49,123,172
128,kary,8,10,269,120,389
128,sliding,8,10,141,122,263
128,binary_lr,,11,64,128,192
128,binary_rl,,11,64,127,191
128,kary,2,11,54,126,180
128,sliding,2,11,47,127,174
128,kary,4,11,44,124,168
128,sliding,4,11,32,126,158
128,kary,6,11,83,126,209
128,sliding,6,11,50,123,173
128,kary,8,11,269,120,389
128,sliding,8,11,141,121,262
128,binary_lr,,12,67,128,195
128,binary_rl,,12,67,127,194
128,kary,2,12,49,126,175
128,sliding,2,12,43,128,171
128,kary,4,12,43,124,167
128,sliding,4,12,33,125,158
128,kary,6,12,83,126,209
128,sliding,6,12,50,123,173
128,kary,8,12,269,120,389
128,sliding,8,12,141,122,263
128,binary_lr,,13,59,128,187
128,binary_rl,,13,59,127,186
128,kary,2,13,46,126,172
128,sliding,2,13,38,127,165
128,kary,4,13,40,124,164
128,sliding,4,13,30,125,155
128,kary,6,13,82,126,208
128,sliding,6,13,47,124,171
128,kary,8,13,268,120,388
128,sliding,8,13,141,121,262
128,binary_lr,,14,65,128,193
128,binary_rl,,14,65,127,192
128,kary,2,14,49,126,175
128,sliding,2,14,43,128,171
128,kary,4,14,42,124,166
128,sliding,4,14,33,128,161
128,kary,6,14,82,126,208
128,sliding,6,14,48,124,172
128,kary,8,14,269,120,389
128,sliding,8,14,141,122,263
128,binary_lr,,15,69,128,197
128,binary_rl,,15,69,127,196
128,kary,2,15,48,126,174
128,sliding,2,15,46,128,174
128,kary,4,15,42,124,166
128,sliding,4,15,33,126,159
128,kary,6,15,83,126,209
128,sliding,6,15,50,123,173
128,kary,8,15,268,120,388
128,sliding,8,15,141,121,262
128,binary_lr,,16,66,128,194
128,binary_rl,,16,66,127,193
128,kary,2,16,49,126,175
128,sliding,2,16,44,127,171
128,kary,4,16,41,124,165
128,sliding,4,16,32,125,157
128,kary,6,16,83,126,209
128,sliding,6,16,48,125,173
128,kary,8,16,269,120,389
128,sliding,8,16,140,121,261
128,binary_lr,,17,65,128,193
128,binary_rl,,17,65,127,192
128,kary,2,17,49,126,175
128,sliding,2,17,42,128,170
128,kary,4,17,44,124,168
128,sliding,4,17,31,128,159
128,kary,6,17,83,126,209
128,sliding,6,17,49,128,177
128,kary,8,17,269,120,389
128,sliding,8,17,142,121,263
128,binary_lr,,18,63,128,191
128,binary_rl,,18,63,127,190
128,kary,2,18,49,126,175
128,sliding,2,18,43,128,171
128,kary,4,18,43,124,167
128,sliding,4,18,33,128,161
128,kary,6,18,83,126,209
128,sliding,6,18,49,128,177
128,kary,8,18,269,120,389
128,sliding,8,18,141,122,263
128,binary_lr,,19,73,128,201
128,binary_rl,,19,73,127,200
128,kary,2,19,53,126,179
128,sliding,2,19,48,127,175
128,kary,4,19,44,124,168
128,sliding,4,19,31,126,157
128,kary,6,19,83,126,209
128,sliding,6,19,49,123,172
128,kary,8,19,269,120,389
128,sliding,8,19,140,121,261
256,binary_lr,,0,147,256,403
256,binary_rl,,0,147,255,402
256,kary,2,0,108,254,362
256,sliding,2,0,98,255,353
256,kary,4,0,77,252,329
256,sliding,4,0,63,253,316
256,kary,6,0,104,252,356
256,sliding,6,0,69,252,321
256,kary,8,0,285,248,533
256,sliding,8,0,156,249,405
256,binary_lr,,1,135,256,391
256,binary_rl,,1,135,255,390
256,kary,2,1,101,254,355
256,sliding,2,1,87,256,343
256,kary,4,1,74,252,326
256,sliding,4,1,59,253,312
256,kary,6,1,104,252,356
256,sliding,6,1,67,251,318
256,kary,8,1,285,248,533
256,sliding,8,1,156,249,405
256,binary_lr,,2,110,256,366
256,binary_rl,,2,110,255,365
256,kary,2,2,90,254,344
256,sliding,2,2,78,256,334
256,kary,4,2,75,252,327
256,sliding,4,2,57,253,310
256,kary,6,2,104,252,356
256,sliding,6,2,66,252,318
256,kary,8,2,285,248,533
256,sliding,8,2,154,249,403
256,binary_lr,,3,133,256,389
256,binary_rl,,3,133,255,388
256,kary,2,3,100,254,354
256,sliding,2,3,87,256,343
256,kary,4,3,74,252,326
256,sliding,4,3,60,253,313
256,kary,6,3,104,252,356
256,sliding,6,3,68,251,319
256,kary,8,3,285,248,533
256,sliding,8,3,154,249,403
256,binary_lr,,4,133,256,389
256,binary_rl,,4,133,255,388
256,kary,2,4,96,254,350
256,sliding,2,4,88,255,343
256,kary,4,4,72,252,324
256,sliding,4,4,58,254,312
256,kary,6,4,104,252,356
256,sliding,6,4,66,254,320
256,kary,8,4,285,248,533
256,sliding,8,4,156,249,405
256,binary_lr,,5,126,256,382
256,binary_rl,,5,126,255,381
256,kary,2,5,91,254,345
256,sliding,2,5,84,256,340
256,kary,4,5,73,252,325
256,sliding,4,5,56,253,309
256,kary,6,5,104,252,356
256,sliding,6,5,67,252,319
256,kary,8,5,285,248,533
256,sliding,8,5,154,250,404
256,binary_lr,,6,136,256,392
256,binary_rl,,6,136,255,391
256,kary,2,6,109,254,363
256,sliding,2,6,91,256,347
256,kary,4,6,76,252,328
256,sliding,4,6,60,253,313
256,kary,6,6,104,252,356
256,sliding,6,6,68,251,319
256,kary,8,6,285,248,533
256,sliding,8,6,156,249,405
256,binary_lr,,7,135,256,391
256,binary_rl,,7,135,255,390
256,kary,2,7,100,254,354
256,sliding,2,7,91,255,346
256,kary,4,7,76,252,328
256,sliding,4,7,59,253,312
256,kary,6,7,104,252,356
256,sliding,6,7,66,252,318
256,kary,8,7,285,248,533
256,sliding,8,7,156,249,405
256,binary_lr,,8,123,256,379
256,binary_rl,,8,123,255,378
256,kary,2,8,96,254,350
256,sliding,2,8,83,256,339
256,kary,4,8,73,252,325
256,sliding,4,8,60,253,313
256,kary,6,8,103,252,355
256,sliding,6,8,69,251,320
256,kary,8,8,285,248,533
256,sliding,8,8,155,250,405
256,binary_lr,,9,140,256,396
256,binary_rl,,9,140,255,395
256,kary,2,9,103,254,357
256,sliding,2,9,95,256,351
256,kary,4,9,76,252,328
256,sliding,4,9,61,256,317
256,kary,6,9,104,252,356
256,sliding,6,9,68,251,319
256,kary,8,9,285,248,533
256,sliding,8,9,156,249,405
256,binary_lr,,10,129,256,385
256,binary_rl,,10,129,255,384
256,kary,2,10,104,254,358
256,sliding,2,10,84,255,339
256,kary,4,10,76,252,328
256,sliding,4,10,59,253,312
256,kary,6,10,103,252,355
256,sliding,6,10,67,252,319
256,kary,8,10,285,248,533
256,sliding,8,10,155,252,407
256,binary_lr,,11,133,256,389
256,binary_rl,,11,133,255,388
256,kary,2,11,100,254,354
256,sliding,2,11,91,255,346
256,kary,4,11,77,252,329
256,sliding,4,11,58,253,311
256,kary,6,11,104,252,356
256,sliding,6,11,68,252,320
256,kary,8,11,285,248,533
256,sliding,8,11,156,249,405
256,binary_lr,,12,135,256,391
256,binary_rl,,12,135,255,390
256,kary,2,12,99,254,353
256,sliding,2,12,87,256,343
256,kary,4,12,74,252,326
256,sliding,4,12,59,254,313
256,kary,6,12,104,252,356
256,sliding,6,12,67,254,321
256,kary,8,12,285,248,533
256,sliding,8,12,155,249,404
256,binary_lr,,13,124,256,380
256,binary_rl,,13,124,255,379
256,kary,2,13,95,254,349
256,sliding,2,13,85,256,341
256,kary,4,13,76,252,328
256,sliding,4,13,58,253,311
256,kary,6,13,104,252,356
256,sliding,6,13,68,253,321
256,kary,8,13,285,248,533
256,sliding,8,13,155,249,404
256,binary_lr,,14,119,256,375
256,binary_rl,,14,119,255,374
256,kary,2,14,90,254,344
256,sliding,2,14,78,255,333
256,kary,4,14,71,252,323
256,sliding,4,14,54,253,307
256,kary,6,14,101,252,353
256,sliding,6,14,66,251,317
256,kary,8,14,285,248,533
256,sliding,8,14,153,249,402
256,binary_lr,,15,133,256,389
256,binary_rl,,15,133,255,388
256,kary,2,15,101,254,355
256,sliding,2,15,89,256,345
256,kary,4,15,73,252,325
256,sliding,4,15,60,253,313
256,kary,6,15,104,252,356
256,sliding,6,15,68,253,321
256,kary,8,15,285,248,533
256,sliding,8,15,156,253,409
256,binary_lr,,16,132,256,388
256,binary_rl,,16,132,255,387
256,kary,2,16,104,254,358
256,sliding,2,16,88,255,343
256,kary,4,16,76,252,328
256,sliding,4,16,61,253,314
256,kary,6,16,104,252,356
256,sliding,6,16,68,251,319
256,kary,8,16,285,248,533
256,sliding,8,16,156,250,406
256,binary_lr,,17,144,256,400
256,binary_rl,,17,144,255,399
256,kary,2,17,101,254,355
256,sliding,2,17,90,256,346
256,kary,4,17,72,252,324
256,sliding,4,17,59,253,312
256,kary,6,17,104,252,356
256,sliding,6,17,68,251,319
256,kary,8,17,285,248,533
256,sliding,8,17,155,250,405
256,binary_lr,,18,133,256,389
256,binary_rl,,18,133,255,388
256,kary,2,18,99,254,353
256,sliding,2,18,89,256,345
256,kary,4,18,73,252,325
256,sliding,4,18,57,256,313
256,kary,6,18,103,252,355
256,sliding,6,18,68,252,320
256,kary,8,18,285,248,533
256,sliding,8,18,154,250,404
256,binary_lr,,19,124,256,380
256,binary_rl,,19,124,255,379
256,kary,2,19,97,254,351
256,sliding,2,19,86,255,341
256,kary,4,19,74,252,326
256,sliding,4,19,57,253,310
256,kary,6,19,104,252,356
256,sliding,6,19,69,253,322
256,kary,8,19,285,248,533
256,sliding,8,19,156,253,409
512,binary_lr,,0,244,512,756
512,binary_rl,,0,244,511,755
512,kary,2,0,183,510,693
512,sliding,2,0,162,512,674
512,kary,4,0,133,508,641
512,sliding,4,0,107,509,616
512,kary,6,0,146,510,656
512,sliding,6,0,103,508,611
512,kary,8,0,317,504,821
512,sliding,8,0,182,508,690
512,binary_lr,,1,262,512,774
512,binary_rl,,1,262,511,773
512,kary,2,1,198,510,708
512,sliding,2,1,173,511,684
512,kary,4,1,136,508,644
512,sliding,4,1,115,509,624
512,kary,6,1,147,510,657
512,sliding,6,1,105,509,614
512,kary,8,1,317,504,821
512,sliding,8,1,185,509,694
512,binary_lr,,2,253,512,765
512,binary_rl,,2,253,511,764
512,kary,2,2,194,510,704
512,sliding,2,2,171,512,683
512,kary,4,2,128,508,636
512,sliding,4,2,108,512,620
512,kary,6,2,144,510,654
512,sliding,6,2,101,507,608
512,kary,8,2,316,504,820
512,sliding,8,2,180,505,685
512,binary_lr,,3,256,512,768
512,binary_rl,,3,256,511,767
512,kary,2,3,190,510,700
512,sliding,2,3,168,512,680
512,kary,4,3,130,508,638
512,sliding,4,3,106,509,615
512,kary,6,3,144,510,654
512,sliding,6,3,101,507,608
512,kary,8,3,317,504,821
512,sliding,8,3,183,505,688
512,binary_lr,,4,247,512,759
512,binary_rl,,4,247,511,758
512,kary,2,4,187,510,697
512,sliding,2,4,166,511,677
512,kary,4,4,130,508,638
512,sliding,4,4,106,511,617
512,kary,6,4,144,510,654
512,sliding,6,4,102,507,609
512,kary,8,4,316,504,820
512,sliding,8,4,181,506,687
512,binary_lr,,5,271,512,783
512,binary_rl,,5,271,511,782
512,kary,2,5,194,510,704
512,sliding,2,5,178,511,689
512,kary,4,5,135,508,643
512,sliding,4,5,109,511,620
512,kary,6,5,147,510,657
512,sliding,6,5,104,507,611
512,kary,8,5,317,504,821
512,sliding,8,5,184,507,691
512,binary_lr,,6,256,512,768
512,binary_rl,,6,256,511,767
512,kary,2,6,192,510,702
512,sliding,2,6,172,512,684
512,kary,4,6,137,508,645
512,sliding,4,6,107,510,617
512,kary,6,6,145,510,655
512,sliding,6,6,104,508,612
512,kary,8,6,317,504,821
512,sliding,8,6,182,506,688
512,binary_lr,,7,245,512,757
512,binary_rl,,7,245,511,756
512,kary,2,7,194,510,704
512,sliding,2,7,174,512,686
512,kary,4,7,134,508,642
512,sliding,4,7,108,512,620
512,kary,6,7,147,510,657
512,sliding,6,7,105,507,612
512,kary,8,7,316,504,820
512,sliding,8,7,183,507,690
512,binary_lr,,8,247,512,759
512,binary_rl,,8,247,511,758
512,kary,2,8,186,510,696
512,sliding,2,8,162,511,673
512,kary,4,8,130,508,638
512,sliding,4,8,106,509,615
512,kary,6,8,145,510,655
512,sliding,6,8,103,509,612
512,kary,8,8,317,504,821
512,sliding,8,8,180,509,689
512,binary_lr,,9,248,512,760
512,binary_rl,,9,248,511,759
512,kary,2,9,195,510,705
512,sliding,2,9,165,511,676
512,kary,4,9,130,508,638
512,sliding,4,9,106,511,617
512,kary,6,9,145,510,655
512,sliding,6,9,101,507,608
512,kary,8,9,317,504,821
512,sliding,8,9,182,505,687
512,binary_lr,,10,250,512,762
512,binary_rl,,10,250,511,761
512,kary,2,10,189,510,699
512,sliding,2,10,170,511,681
512,kary,4,10,130,508,638
512,sliding,4,10,110,511,621
512,kary,6,10,146,510,656
512,sliding,6,10,104,508,612
512,kary,8,10,317,504,821
512,sliding,8,10,182,505,687
512,binary_lr,,11,243,512,755
512,binary_rl,,11,243,511,754
512,kary,2,11,183,510,693
512,sliding,2,11,166,512,678
512,kary,4,11,129,508,637
512,sliding,4,11,105,509,614
512,kary,6,11,145,510,655
512,sliding,6,11,102,507,609
512,kary,8,11,317,504,821
512,sliding,8,11,181,506,687
512,binary_lr,,12,252,512,764
512,binary_rl,,12,252,511,763
512,kary,2,12,185,510,695
512,sliding,2,12,162,511,673
512,kary,4,12,131,508,639
512,sliding,4,12,107,510,617
512,kary,6,12,146,510,656
512,sliding,6,12,103,507,610
512,kary,8,12,317,504,821
512,sliding,8,12,183,506,689
512,binary_lr,,13,260,512,772
512,binary_rl,,13,260,511,771
512,kary,2,13,195,510,705
512,sliding,2,13,174,511,685
512,kary,4,13,135,508,643
512,sliding,4,13,112,510,622
512,kary,6,13,147,510,657
512,sliding,6,13,107,510,617
512,kary,8,13,317,504,821
512,sliding,8,13,184,510,694
512,binary_lr,,14,253,512,765
512,binary_rl,,14,253,511,764
512,kary,2,14,194,510,704
512,sliding,2,14,171,512,683
512,kary,4,14,133,508,641
512,sliding,4,14,107,509,616
512,kary,6,14,146,510,656
512,sliding,6,14,102,509,611
512,kary,8,14,315,504,819
512,sliding,8,14,183,509,692
512,binary_lr,,15,260,512,772
512,binary_rl,,15,260,511,771
512,kary,2,15,190,510,700
512,sliding,2,15,167,511,678
512,kary,4,15,127,508,635
512,sliding,4,15,105,509,614
512,kary,6,15,142,510,652
512,sliding,6,15,103,507,610
512,kary,8,15,316,504,820
512,sliding,8,15,180,505,685
512,binary_lr,,16,279,512,791
512,binary_rl,,16,279,511,790
512,kary,2,16,208,510,718
512,sliding,2,16,180,512,692
512,kary,4,16,135,508,643
512,sliding,4,16,114,510,624
512,kary,6,16,146,510,656
512,sliding,6,16,106,510,616
512,kary,8,16,316,504,820
512,sliding,8,16,184,505,689
512,binary_lr,,17,250,512,762
512,binary_rl,,17,250,511,761
512,kary,2,17,195,510,705
512,sliding,2,17,168,511,679
512,kary,4,17,131,508,639
512,sliding,4,17,107,509,616
512,kary,6,17,146,510,656
512,sliding,6,17,102,508,610
512,kary,8,17,317,504,821
512,sliding,8,17,184,505,689
512,binary_lr,,18,246,512,758
512,binary_rl,,18,246,511,757
512,kary,2,18,183,510,693
512,sliding,2,18,168,511,679
512,kary,4,18,126,508,634
512,sliding,4,18,107,509,616
512,kary,6,18,143,510,653
512,sliding,6,18,102,507,609
512,kary,8,18,315,504,819
512,sliding,8,18,183,505,688
512,binary_lr,,19,256,512,768
512,binary_rl,,19,256,511,767
512,kary,2,19,189,510,699
512,sliding,2,19,173,512,685
512,kary,4,19,134,508,642
512,sliding,4,19,109,512,621
512,kary,6,19,147,510,657
512,sliding,6,19,105,507,612
512,kary,8,19,317,504,821
512,sliding,8,19,184,507,691
1024,binary_lr,,0,498,1024,1522
1024,binary_rl,,0,498,1023,1521
1024,kary,2,0,374,1022,1396
1024,sliding,2,0,337,1023,1360
1024,kary,4,0,250,1020,1270
1024,sliding,4,0,211,1021,1232
1024,kary,6,0,230,1020,1250
1024,sliding,6,0,175,1020,1195
1024,kary,8,0,381,1016,1397
1024,sliding,8,0,238,1017,1255
1024,binary_lr,,1,496,1024,1520
1024,binary_rl,,1,496,1023,1519
1024,kary,2,1,378,1022,1400
1024,sliding,2,1,331,1024,1355
1024,kary,4,1,249,1020,1269
1024,sliding,4,1,204,1021,1225
1024,kary,6,1,226,1020,1246
1024,sliding,6,1,176,1021,1197
1024,kary,8,1,381,1016,1397
1024,sliding,8,1,237,1017,1254
1024,binary_lr,,2,527,1024,1551
1024,binary_rl,,2,527,1023,1550
1024,kary,2,2,398,1022,1420
1024,sliding,2,2,351,1023,1374
1024,kary,4,2,259,1020,1279
1024,sliding,4,2,211,1021,1232
1024,kary,6,2,231,1020,1251
1024,sliding,6,2,179,1019,1198
1024,kary,8,2,381,1016,1397
1024,sliding,8,2,244,1019,1263
1024,binary_lr,,3,533,1024,1557
1024,binary_rl,,3,533,1023,1556
1024,kary,2,3,396,1022,1418
1024,sliding,2,3,356,1023,1379
1024,kary,4,3,258,1020,1278
1024,sliding,4,3,218,1023,1241
1024,kary,6,3,229,1020,1249
1024,sliding,6,3,177,1019,1196
1024,kary,8,3,381,1016,1397
1024,sliding,8,3,240,1019,1259
1024,binary_lr,,4,517,1024,1541
1024,binary_rl,,4,517,1023,1540
1024,kary,2,4,385,1022,1407
1024,sliding,2,4,339,1023,1362
1024,kary,4,4,249,1020,1269
1024,sliding,4,4,211,1023,1234
1024,kary,6,4,227,1020,1247
1024,sliding,6,4,175,1019,1194
1024,kary,8,4,379,1016,1395
1024,sliding,8,4,239,1018,1257
1024,binary_lr,,5,528,1024,1552
1024,binary_rl,,5,528,1023,1551
1024,kary,2,5,390,1022,1412
1024,sliding,2,5,346,1023,1369
1024,kary,4,5,255,1020,1275
1024,sliding,4,5,213,1022,1235
1024,kary,6,5,229,1020,1249
1024,sliding,6,5,182,1019,1201
1024,kary,8,5,381,1016,1397
1024,sliding,8,5,243,1019,1262
1024,binary_lr,,6,494,1024,1518
1024,binary_rl,,6,494,1023,1517
1024,kary,2,6,369,1022,1391
1024,sliding,2,6,330,1023,1353
1024,kary,4,6,251,1020,1271
1024,sliding,4,6,209,1021,1230
1024,kary,6,6,229,1020,1249
1024,sliding,6,6,178,1019,1197
1024,kary,8,6,381,1016,1397
1024,sliding,8,6,238,1017,1255
1024,binary_lr,,7,513,1024,1537
1024,binary_rl,,7,513,1023,1536
1024,kary,2,7,382,1022,1404
1024,sliding,2,7,347,1024,1371
1024,kary,4,7,252,1020,1272
1024,sliding,4,7,211,1021,1232
1024,kary,6,7,229,1020,1249
1024,sliding,6,7,180,1019,1199
1024,kary,8,7,381,1016,1397
1024,sliding,8,7,238,1019,1257
1024,binary_lr,,8,497,1024,1521
1024,binary_rl,,8,497,1023,1520
1024,kary,2,8,374,1022,1396
1024,sliding,2,8,334,1023,1357
1024,kary,4,8,244,1020,1264
1024,sliding,4,8,203,1021,1224
1024,kary,6,8,228,1020,1248
1024,sliding,6,8,176,1019,1195
1024,kary,8,8,379,1016,1395
1024,sliding,8,8,239,1018,1257
1024,binary_lr,,9,474,1024,1498
1024,binary_rl,,9,474,1023,1497
1024,kary,2,9,357,1022,1379
1024,sliding,2,9,326,1023,1349
1024,kary,4,9,246,1020,1266
1024,sliding,4,9,203,1022,1225
1024,kary,6,9,230,1020,1250
1024,sliding,6,9,172,1019,1191
1024,kary,8,9,381,1016,1397
1024,sliding,8,9,239,1017,1256
1024,binary_lr,,10,512,1024,1536
1024,binary_rl,,10,512,1023,1535
1024,kary,2,10,388,1022,1410
1024,sliding,2,10,337,1024,1361
